,Store Name,City,State/Province,Country
2110,丰科路万达广场店,北京市,11,CN
2111,北京阜通东大街二店,北京市,11,CN
2112,北京北四环东路咖啡店,北京市,11,CN
2113,北京东方东路二店,北京市,11,CN
2114,北京翠微广场店,北京市,11,CN
2115,北京南锣鼓巷咖啡店,北京市,11,CN
2116,北京同济南路店,北京市,11,CN
2117,北京王府井店,北京市,11,CN
2118,北京崇文门外第二咖啡店,北京市,11,CN
2119,北京嘉盛SOHO中心店,北京市,11,CN
2120,北京西大望路温特莱店,北京市,11,CN
2121,北京首都国际机场1店,北京市,11,CN
2122,北京新东安店,北京市,11,CN
2123,北京前门大街店,北京市,11,CN
2124,北京紫芳园咖啡店（方庄璞瑅）,北京市,11,CN
2125,北京上地三街咖啡店,北京市,11,CN
2126,北京德外大街咖啡店,北京市,11,CN
2127,北京望京东园二店,北京市,11,CN
2128,北京羊坊店路咖啡店,北京市,11,CN
2129,北京丽泽桥恒泰咖啡店,北京市,11,CN
2130,北京燕莎奥特莱斯店,北京市,11,CN
2131,北京西单北大街咖啡店,北京市,11,CN
2132,北京霄云路咖啡店,北京市,11,CN
2133,北京贵友大厦店,北京市,11,CN
2134,北京金隅嘉品店,北京市,11,CN
2135,北京爱思开大厦店,北京市,11,CN
2136,北京望京东园店,北京市,11,CN
2137,北京三里屯店,北京市,11,CN
2138,北京阜通东大街咖啡店,北京市,11,CN
2139,北京站第一咖啡店,北京市,11,CN
2140,北京中关村南大街咖啡店,北京市,11,CN
2141,北京世贸天阶店,北京市,11,CN
2142,北京翠微路咖啡店,北京市,11,CN
2143,北京中海国际大厦咖啡店,北京市,11,CN
2144,北京中关村大街海龙大厦,北京市,11,CN
2145,北京方庄通润商务会馆店,北京市,11,CN
2146,北京天畅园咖啡店,北京市,11,CN
2147,北京庄胜崇光店,北京市,11,CN
2148,北京东三环南路店,北京市,11,CN
2149,北京古北咖啡店,北京市,11,CN
2150,北京赛特购物中心店,北京市,11,CN
2151,北京大成路店,北京市,11,CN
2152,北京通州万达广场第一店,北京市,11,CN
2153,北京望京诚盈中心店,北京市,11,CN
2154,北京三里河东路店,北京市,11,CN
2155,北京永定门咖啡店,北京市,11,CN
2156,北京龙湖时代天街店,北京市,11,CN
2157,北京建外现代城店,北京市,11,CN
2158,北京西单大悦城店,北京市,11,CN
2159,北京赛特奥特莱斯店,北京市,11,CN
2160,北京财富购物中心店,北京市,11,CN
2161,北京世茂大厦店,北京市,11,CN
2162,北京槐房西路店,北京市,11,CN
2163,北京祥云东方苑咖啡店,北京市,11,CN
2164,北京复兴门内店,北京市,11,CN
2165,北京东方广场三店,北京市,11,CN
2166,北京金宝汇店,北京市,11,CN
2167,北京什刹海天荷坊店,北京市,11,CN
2168,北京南站第五咖啡店,北京市,11,CN
2169,北京金汇路世界城店,北京市,11,CN
2170,北京西城远洋大厦店,北京市,11,CN
2171,北京崇文门外第一咖啡店,北京市,11,CN
2172,北京复兴路咖啡店,北京市,11,CN
2173,北京通州贵友店,北京市,11,CN
2174,北京海淀鼎好电子大厦店,北京市,11,CN
2175,北京环球贸易中心店,北京市,11,CN
2176,北京丽都店,北京市,11,CN
2177,北京欣宁大街咖啡店,北京市,11,CN
2178,北京朝外大街咖啡店,北京市,11,CN
2179,北京工体北路店,北京市,11,CN
2180,北京文化园东路店,北京市,11,CN
2181,北京首都国际机场5店,北京市,11,CN
2182,北京翠景北里咖啡店,北京市,11,CN
2183,北京朝阳门SOHO店,北京市,11,CN
2184,北京万博苑咖啡店,北京市,11,CN
2185,北京霞光里店,北京市,11,CN
2186,北京太平桥大街咖啡店,北京市,11,CN
2187,北京房山北关西路咖啡店,北京市,11,CN
2188,北京五棵松卓展店,北京市,11,CN
2189,北京丰联广场店,北京市,11,CN
2190,北京朗琴国际大厦咖啡店,北京市,11,CN
2191,北京环球金融中心店,北京市,11,CN
2192,北京北辰东路第三咖啡店,北京市,11,CN
2193,北京清河嘉园东区咖啡店,北京市,11,CN
2194,北京曙光西里咖啡店,北京市,11,CN
2195,北京青年路第二咖啡店,北京市,11,CN
2196,北京首都机场11店,北京市,11,CN
2197,北京盈科中心第二咖啡店,北京市,11,CN
2198,北京LG大厦店,北京市,11,CN
2199,北京大红门西路店,北京市,11,CN
2200,北京南站第六咖啡店,北京市,11,CN
2201,北京青年路三店,北京市,11,CN
2202,北京凯恒店,北京市,11,CN
2203,北京远大路第三咖啡店,北京市,11,CN
2204,北京海淀新中关大厦店,北京市,11,CN
2205,北京万达广场店,北京市,11,CN
2206,北京东北旺西路咖啡店,北京市,11,CN
2207,北京阜石路第一咖啡店,北京市,11,CN
2208,北京万丰路咖啡店,北京市,11,CN
2209,北京远洋天地店,北京市,11,CN
2210,北京远大路金源燕莎2店,北京市,11,CN
2211,北京大恒科技大厦店,北京市,11,CN
2212,北京金街咖啡店,北京市,11,CN
2213,北京新族大厦店,北京市,11,CN
2214,北京太阳宫中路第二店,北京市,11,CN
2215,北京南站第二咖啡店,北京市,11,CN
2216,北京金码大厦店,北京市,11,CN
2217,北京万达广场2店,北京市,11,CN
2218,北京华贸二店,北京市,11,CN
2219,北京祥云东方苑二店,北京市,11,CN
2220,北京大兴星光影视基地店,北京市,11,CN
2221,北京上地东路店,北京市,11,CN
2222,北京丰葆路店,北京市,11,CN
2223,北京中关村亿世界店,北京市,11,CN
2224,北京宏福路咖啡店,北京市,11,CN
2225,北京金融大街店,北京市,11,CN
2226,北京东直门第一咖啡店,北京市,11,CN
2227,北京东城区金宝大厦店,北京市,11,CN
2228,北京七圣中街咖啡店,北京市,11,CN
2229,北京国航大厦店,北京市,11,CN
2230,北京丰北路咖啡店,北京市,11,CN
2231,北京日祥广场店,北京市,11,CN
2232,北京东方东路外交公寓店,北京市,11,CN
2233,北京龙山东路咖啡店,北京市,11,CN
2234,北京蓝色港湾第二咖啡店,北京市,11,CN
2235,北京五道口购物中心店,北京市,11,CN
2236,北京南站第一咖啡店,北京市,11,CN
2237,北京朝外第二店,北京市,11,CN
2238,北京北辰东路店,北京市,11,CN
2239,北京朝阳大悦城店,北京市,11,CN
2240,北京科学院南路店,北京市,11,CN
2241,北京北辰东路第二咖啡店,北京市,11,CN
2242,北京京顺路咖啡店,北京市,11,CN
2243,北京呼家楼咖啡店,北京市,11,CN
2244,北京财富中心三店,北京市,11,CN
2245,北京石景山万达广场店,北京市,11,CN
2246,北京上地西路咖啡店,北京市,11,CN
2247,北京旧宫万科咖啡店,北京市,11,CN
2248,北京财富中心店,北京市,11,CN
2249,北京金地中心店,北京市,11,CN
2250,北京华贸店,北京市,11,CN
2251,北京龙湖天街店,北京市,11,CN
2252,北京西大望路第一店,北京市,11,CN
2253,北京西四环南路咖啡店,北京市,11,CN
2254,北京南四环西路咖啡店,北京市,11,CN
2255,北京芳草地大厦咖啡店,北京市,11,CN
2256,北京五彩城店,北京市,11,CN
2257,北京北辰西路店,北京市,11,CN
2258,北京新源南路咖啡店,北京市,11,CN
2259,北京中关村广场西区店,北京市,11,CN
2260,北京望京鹏景阁店,北京市,11,CN
2261,北京龙德广场二店,北京市,11,CN
2262,北京霄云路二店,北京市,11,CN
2263,北京首都国际机场9店,北京市,11,CN
2264,北京嘉里中心第二咖啡店,北京市,11,CN
2265,北京国华投资广场咖啡店,北京市,11,CN
2266,北京国贸四店,北京市,11,CN
2267,北京亮马河大厦店,北京市,11,CN
2268,北京金融街金树街店,北京市,11,CN
2269,北京建国路第二咖啡店,北京市,11,CN
2270,北京新世界店,北京市,11,CN
2271,北京宣武门外富卓大厦店,北京市,11,CN
2272,北京南站第三咖啡店,北京市,11,CN
2273,北京清河营南街店,北京市,11,CN
2274,北京百盛店,北京市,11,CN
2275,北京天坛东路店,北京市,11,CN
2276,北京安贞环贸2店,北京市,11,CN
2277,北京建威大厦店,北京市,11,CN
2278,北京颐堤港中心咖啡店,北京市,11,CN
2279,北京工体北路第二咖啡店,北京市,11,CN
2280,北京枫蓝国际中心店,北京市,11,CN
2281,北京泰康国际大厦店,北京市,11,CN
2282,北京房山悦盛路店,北京市,11,CN
2283,北京奥村咖啡店,北京市,11,CN
2284,北京乐多港店,北京市,11,CN
2285,北京富力家园店,北京市,11,CN
2286,北京朝外悠唐店,北京市,11,CN
2287,北京顺义丽苑街咖啡店,北京市,11,CN
2288,北京首体南路咖啡店,北京市,11,CN
2289,北京新顺南大街咖啡店,北京市,11,CN
2290,北京银泰店,北京市,11,CN
2291,北京望京店,北京市,11,CN
2292,北京天星街咖啡店,北京市,11,CN
2293,北京鲁谷远洋咖啡店,北京市,11,CN
2294,北京首都国际机场八店,北京市,11,CN
2295,北京苏宁生活广场店,北京市,11,CN
2296,北京成寿寺路咖啡店,北京市,11,CN
2297,北京新世界商场二店,北京市,11,CN
2298,北京海润店,北京市,11,CN
2299,北京西环广场2期店,北京市,11,CN
2300,北京首都国际机场6店,北京市,11,CN
2301,北京北四环东路Ⅱ店,北京市,11,CN
2302,北京常通路第一咖啡店,北京市,11,CN
2303,北京东方广场西店,北京市,11,CN
2304,北京黄平路咖啡店,北京市,11,CN
2305,北京腾达大厦咖啡店,北京市,11,CN
2306,北京首都国际机场7店,北京市,11,CN
2307,北京西单大悦城二店,北京市,11,CN
2308,北京常通路第二咖啡店,北京市,11,CN
2309,北京陈家营西路店,北京市,11,CN
2310,北京威新国际大厦店,北京市,11,CN
2311,北京国展天虹店,北京市,11,CN
2312,北京建国路咖啡店,北京市,11,CN
2313,北京远大路金源燕莎店,北京市,11,CN
2314,北京三里屯北区店,北京市,11,CN
2315,北京首都国际机场2店,北京市,11,CN
2316,北京公益西桥咖啡店,北京市,11,CN
2317,北京朝林广场店,北京市,11,CN
2318,北京复兴门外咖啡店,北京市,11,CN
2319,北京龙德时代广场店,北京市,11,CN
2320,北京大兴王府井咖啡店,北京市,11,CN
2321,北京雍和大厦店,北京市,11,CN
2322,北京大栅栏店,北京市,11,CN
2323,北京望京凯德咖啡店,北京市,11,CN
2324,北京欧陆时尚店,北京市,11,CN
2325,廊坊三河天洋广场咖啡店,廊坊市,11,CN
2326,廊坊燕郊永旺梦乐城店,廊坊市,11,CN
2327,天津火车站店,天津市,12,CN
2328,天津站区第二咖啡店,天津市,12,CN
2329,天津SM城市广场店,天津市,12,CN
2330,天津滨海国际机场1店,天津市,12,CN
2331,天津嘉里中心店,天津市,12,CN
2332,天津嘉利大厦店,天津市,12,CN
2333,天津大悦城店,天津市,12,CN
2334,天津仁恒广场咖啡店,天津市,12,CN
2335,天津五大院店,天津市,12,CN
2336,天津滨海宝龙国际店,天津市,12,CN
2337,天津永旺梦乐城滨海店,天津市,12,CN
2338,天津怡乐天地店,天津市,12,CN
2339,天津天佑城咖啡店,天津市,12,CN
2340,天津津汇广场第二咖啡店,天津市,12,CN
2341,天津名都市民广场店,天津市,12,CN
2342,天津新开路远洋新天地店,天津市,12,CN
2343,天津津汇店,天津市,12,CN
2344,天津银河广场咖啡店,天津市,12,CN
2345,天津金谷大厦店,天津市,12,CN
2346,天津友谊新天地商厦店,天津市,12,CN
2347,天津水游城店,天津市,12,CN
2348,天津南京路店,天津市,12,CN
2349,天津时代数码广场咖啡店,天津市,12,CN
2350,天津友谊路新业广场店,天津市,12,CN
2351,天津滨海金元宝于家堡店,天津市,12,CN
2352,天津塘沽金元宝金街店,天津市,12,CN
2353,天津奥城咖啡店,天津市,12,CN
2354,天津万福生活广场店,天津市,12,CN
2355,天津滨海高新区工华道店,天津市,12,CN
2356,天津小白楼店,天津市,12,CN
2357,天津金河购物中心店,天津市,12,CN
2358,天津海信店,天津市,12,CN
2359,天津乐宾店,天津市,12,CN
2360,天津印象城店,天津市,12,CN
2361,天津凯德天津湾店,天津市,12,CN
2362,天津国际大厦店,天津市,12,CN
2363,天津新意街店,天津市,12,CN
2364,天津武清意安广场店,天津市,12,CN
2365,天津武清友谊商场店,天津市,12,CN
2366,天津大悦城第二咖啡店,天津市,12,CN
2367,天津地铁店,天津市,12,CN
2368,天津河东万达店,天津市,12,CN
2369,天津五大道店,天津市,12,CN
2370,天津凯德国际贸易中心店,天津市,12,CN
2371,天津中北永旺购物中心店,天津市,12,CN
2372,天津新燕莎奥特莱斯店,天津市,12,CN
2373,天津凯旋门大厦咖啡店,天津市,12,CN
2374,天津梅江凤水园咖啡店,天津市,12,CN
2375,天津国际商场店,天津市,12,CN
2376,天津永旺梦乐城梅江店,天津市,12,CN
2377,天津万兆新文化花园店,天津市,12,CN
2378,天津仁恒置地广场二店,天津市,12,CN
2379,天津金元宝滨海中心店,天津市,12,CN
2380,天津百货大楼咖啡店,天津市,12,CN
2381,天津咸水沽月坛商厦店,天津市,12,CN
2382,天津奥城商业广场店,天津市,12,CN
2383,天津大岛广场店,天津市,12,CN
2384,天津恒隆广场咖啡店,天津市,12,CN
2385,保定百盛咖啡店,保定市,13,CN
2386,保定华创广场咖啡店,保定市,13,CN
2387,保定先天下广场店,保定市,13,CN
2388,唐山银泰店,唐山市,13,CN
2389,唐山万达广场店,唐山市,13,CN
2390,唐山百货大楼店,唐山市,13,CN
2391,唐山新华贸咖啡店,唐山市,13,CN
2392,廊坊明珠大厦咖啡店,廊坊市,13,CN
2393,廊坊万达广场店,廊坊市,13,CN
2394,廊坊万向城购物中心店,廊坊市,13,CN
2395,张家口百盛店,张家口,13,CN
2396,承德双百购物广场咖啡店,承德市,13,CN
2397,石家庄乐汇城店,石家庄,13,CN
2398,石家庄勒泰中心2店,石家庄,13,CN
2399,石家庄万象天成店,石家庄,13,CN
2400,石家庄银座商城东购店,石家庄,13,CN
2401,石家庄青园店,石家庄,13,CN
2402,石家庄万达广场店,石家庄,13,CN
2403,石家庄勒泰中心第一店,石家庄,13,CN
2404,秦皇岛世纪港湾店,秦皇岛,13,CN
2405,秦皇岛乐都汇咖啡店,秦皇岛,13,CN
2406,秦皇岛茂业金都店,秦皇岛,13,CN
2407,邢台世贸天街店,邢台市,13,CN
2408,邯郸天鸿广场咖啡店,邯郸,13,CN
2409,太原铜锣湾咖啡店,太原市,14,CN
2410,太原万达广场店,太原市,14,CN
2411,太原华宇国际精品咖啡店,太原市,14,CN
2412,太原北美新天地店,太原市,14,CN
2413,太原和信摩尔广场,太原市,14,CN
2414,太原巴黎春天百货咖啡店,太原市,14,CN
2415,太原百盛第一咖啡店,太原市,14,CN
2416,太原柳巷第一咖啡店,太原市,14,CN
2417,包头百货大楼店,包头市,15,CN
2418,包头万达广场咖啡店,包头市,15,CN
2419,包头维多利咖啡店,包头市,15,CN
2420,包头苏宁广场店,包头市,15,CN
2421,呼和浩特新华东街咖啡店,呼和浩特,15,CN
2422,呼和浩特民族商场咖啡店,呼和浩特,15,CN
2423,呼和浩特海亮广场店,呼和浩特,15,CN
2424,呼和浩特东城万达广场店,呼和浩特,15,CN
2425,大连大都会分店,大连市,21,CN
2426,大连站分店,大连市,21,CN
2427,大连恒隆2店,大连市,21,CN
2428,大连高新锦辉店,大连市,21,CN
2429,大连友谊商城店,大连市,21,CN
2430,大连机场安检内店,大连市,21,CN
2431,大连新世界店,大连市,21,CN
2432,大连西安路罗斯福店,大连市,21,CN
2433,大连华南安盛店,大连市,21,CN
2434,大连奥林匹克店,大连市,21,CN
2435,大连恒隆店,大连市,21,CN
2436,大连高新万达分店,大连市,21,CN
2437,大连华南亿合城店,大连市,21,CN
2438,大连软景广场店,大连市,21,CN
2439,大连柏威年店,大连市,21,CN
2440,大连金州安盛店,大连市,21,CN
2441,大连柏威年二店,大连市,21,CN
2442,大连麦凯乐青泥店,大连市,21,CN
2443,大连新玛特店,大连市,21,CN
2444,大连百年城店,大连市,21,CN
2445,大连和平广场店,大连市,21,CN
2446,大连安盛店,大连市,21,CN
2447,大连机场安检外店,大连市,21,CN
2448,大连百年港湾店,大连市,21,CN
2449,大连开发区万达店,大连市,21,CN
2450,抚顺万达店,抚顺市,21,CN
2451,沈阳万象城店,沈阳市,21,CN
2452,沈阳赛特奥莱店,沈阳市,21,CN
2453,沈阳长白大润发店,沈阳市,21,CN
2454,沈阳中山广场店,沈阳市,21,CN
2455,沈阳万达店,沈阳市,21,CN
2456,沈阳乐购店,沈阳市,21,CN
2457,沈阳太原街百盛分店,沈阳市,21,CN
2458,沈阳华府新天地分店,沈阳市,21,CN
2459,沈阳茂业金廊店,沈阳市,21,CN
2460,沈阳桃仙机场店,沈阳市,21,CN
2461,沈阳星摩尔店,沈阳市,21,CN
2462,沈阳浑南兴隆奥莱店,沈阳市,21,CN
2463,沈阳浑南万达店,沈阳市,21,CN
2464,沈阳太原街万达店,沈阳市,21,CN
2465,沈阳文艺路店,沈阳市,21,CN
2466,沈阳北一路万达分店,沈阳市,21,CN
2467,沈阳大悦城店,沈阳市,21,CN
2468,沈阳中街新玛特店,沈阳市,21,CN
2469,沈阳华府天地店,沈阳市,21,CN
2470,沈阳中街店,沈阳市,21,CN
2471,沈阳中海环宇城店,沈阳市,21,CN
2472,沈阳中兴店,沈阳市,21,CN
2473,沈阳铁西广场店,沈阳市,21,CN
2474,沈阳中街恒隆店,沈阳市,21,CN
2475,盘锦水游城店,盘锦市,21,CN
2476,盘锦万达广场店,盘锦市,21,CN
2477,营口鲅鱼圈万隆广场店,营口市,21,CN
2478,营口万达店,营口市,21,CN
2479,鞍山乐都汇分店,鞍山市,21,CN
2480,鞍山新玛特分店,鞍山市,21,CN
2481,鞍山百盛店,鞍山市,21,CN
2482,吉林财富广场店,吉林市,22,CN
2483,吉林欧亚商都店,吉林市,22,CN
2484,延吉百利城店,延吉市,22,CN
2485,长春世纪鸿源店,长春市,22,CN
2486,长春中东新天地店,长春市,22,CN
2487,长春中东桂林路店,长春市,22,CN
2488,长春红旗街万达广场店,长春市,22,CN
2489,长春开运街欧亚店,长春市,22,CN
2490,长春百货大楼店,长春市,22,CN
2491,长春欧亚卖场店,长春市,22,CN
2492,长春亚泰富苑店,长春市,22,CN
2493,长春宽城万达店,长春市,22,CN
2494,长春迅驰广场店,长春市,22,CN
2495,哈尔滨松雷店,哈尔滨,23,CN
2496,哈尔滨百盛店,哈尔滨,23,CN
2497,哈尔滨凯德广场学府路店,哈尔滨,23,CN
2498,哈尔滨衡山万达咖啡店,哈尔滨,23,CN
2499,哈尔滨远大群力咖啡店,哈尔滨,23,CN
2500,哈尔滨埃德蒙顿凯德店,哈尔滨,23,CN
2501,哈尔滨哈西万达咖啡店,哈尔滨,23,CN
2502,哈尔滨建设街咖啡店,哈尔滨,23,CN
2503,哈尔滨乐松咖啡店,哈尔滨,23,CN
2504,哈尔滨红博购物公园店,哈尔滨,23,CN
2505,哈尔滨红博会展咖啡店,哈尔滨,23,CN
2506,哈尔滨金安广场店,哈尔滨,23,CN
2507,哈尔滨新一百店,哈尔滨,23,CN
2508,哈尔滨道外百盛店,哈尔滨,23,CN
2509,大庆万达店,大庆市,23,CN
2510,大庆昆仑唐人店,大庆市,23,CN
2511,City Concept Store,shanghai,31,CN
2512,Ha lei Rd Store,shanghai,31,CN
2513,Shippo Old Street Store,Shanghai,31,CN
2514,City essence,ShangHai,31,CN
2515,Tongji United Plaza Store,Shanghai,31,CN
2516,Century Metropolis Plaza 1F Store,ShangHai,31,CN
2517,Minxing Rd Store,shanghai,31,CN
2518,汇暻生活广场店,上海市,31,CN
2519,嘉杰广场店,上海市,31,CN
2520,宝乐汇店,上海市,31,CN
2521,中港汇店,上海市,31,CN
2522,松江新理想广场店,上海市,31,CN
2523,浦东机场交通中心店,上海市,31,CN
2524,红房子店,上海市,31,CN
2525,崇明八一广场店,上海市,31,CN
2526,长泰广场店,上海市,31,CN
2527,赵巷店,上海市,31,CN
2528,南东店,上海市,31,CN
2529,诺亚新天地店,上海市,31,CN
2530,北美广场店,上海市,31,CN
2531,96广场店,上海市,31,CN
2532,花木plus乐坊店,上海市,31,CN
2533,瑞金医院门诊大楼店,上海市,31,CN
2534,金山工业园区店,上海市,31,CN
2535,大拇指店,上海市,31,CN
2536,东方国信店,上海市,31,CN
2537,虹桥万科中心1F店,上海市,31,CN
2538,红太阳商业广场店,上海市,31,CN
2539,黄浦永新广场店,上海市,31,CN
2540,公园东路店,上海市,31,CN
2541,中金国际广场店,上海市,31,CN
2542,浦东机场T1出发层M岛店,上海市,31,CN
2543,迪士尼团队大楼店,上海市,31,CN
2544,海洋大厦店,上海市,31,CN
2545,老闵行生活广场店,上海市,31,CN
2546,由由世纪广场店,上海市,31,CN
2547,公平路店,上海市,31,CN
2548,蔡伦路店,上海市,31,CN
2549,百盛优客城市广场店,上海市,31,CN
2550,洲际中心店,上海市,31,CN
2551,松江塞纳左岸生活广场店,上海市,31,CN
2552,齐河路沃尔玛店,上海市,31,CN
2553,川沙绿地铂骊酒店店,上海市,31,CN
2554,金桥国际店,上海市,31,CN
2555,招商局广场店,上海市,31,CN
2556,武夷路华润万家店,上海市,31,CN
2557,尚品中心1F店,上海市,31,CN
2558,南桥宝龙商业广场店,上海市,31,CN
2559,1699广场店,上海市,31,CN
2560,闸北太平洋店,上海市,31,CN
2561,新华店,上海市,31,CN
2562,碧波路店,上海市,31,CN
2563,金山万达店,上海市,31,CN
2564,纳贤路店,上海市,31,CN
2565,环贸广场店,上海市,31,CN
2566,新大陆广场店,上海市,31,CN
2567,永德弘基广场店,上海市,31,CN
2568,市北高新园区店,上海市,31,CN
2569,共江路家乐福店,上海市,31,CN
2570,尚浦中心店,上海市,31,CN
2571,虹口运动loft店,上海市,31,CN
2572,长城大厦店,上海市,31,CN
2573,浦建路店,上海市,31,CN
2574,又一城店,上海市,31,CN
2575,金沙广场店,上海市,31,CN
2576,月星环球港店,上海市,31,CN
2577,复旦软件园店,上海市,31,CN
2578,越洋广场2店,上海市,31,CN
2579,金山枫泾古镇店,上海市,31,CN
2580,东海店,上海市,31,CN
2581,飞洲国际广场店,上海市,31,CN
2582,虹桥火车站出发区店,上海市,31,CN
2583,隆宇太阳城店,上海市,31,CN
2584,虹桥天地一店,上海市,31,CN
2585,上海village店,上海市,31,CN
2586,国家会展中心1F店,上海市,31,CN
2587,波特曼店,上海市,31,CN
2588,桂林路店,上海市,31,CN
2589,乐虹坊店,上海市,31,CN
2590,浦东质子重离子医院店,上海市,31,CN
2591,均瑶店,上海市,31,CN
2592,思南公馆店,上海市,31,CN
2593,四川北路店,上海市,31,CN
2594,美兰湖店,上海市,31,CN
2595,桥梓湾店,上海市,31,CN
2596,吴中路店,上海市,31,CN
2597,南翔太茂店,上海市,31,CN
2598,万嘉广场店,上海市,31,CN
2599,世界广场店,上海市,31,CN
2600,越界店,上海市,31,CN
2601,锦延路店,上海市,31,CN
2602,浦东机场T2国内C84号登机口店,上海市,31,CN
2603,海泰时代店,上海市,31,CN
2604,南方商城店,上海市,31,CN
2605,潍坊西路店,上海市,31,CN
2606,虹桥万豪店,上海市,31,CN
2607,嘉定罗宾森店,上海市,31,CN
2608,浦东机场T1国内11号登机口店,上海市,31,CN
2609,上影博物馆店,上海市,31,CN
2610,静安紫苑店,上海市,31,CN
2611,白丽广场店,上海市,31,CN
2612,万都店,上海市,31,CN
2613,古羊路店,上海市,31,CN
2614,七宝万科广场1F店,上海市,31,CN
2615,浦东机场T2国内C95号登机口店,上海市,31,CN
2616,浦东机场T2到达店,上海市,31,CN
2617,张江创新园店,上海市,31,CN
2618,森宏生活广场店,上海市,31,CN
2619,华为新金桥路店,上海市,31,CN
2620,政立路店,上海市,31,CN
2621,松江泰晤士小镇店,上海市,31,CN
2622,滨江店,上海市,31,CN
2623,瑞虹天地店,上海市,31,CN
2624,迪士尼小镇店,上海市,31,CN
2625,东宝兴路店,上海市,31,CN
2626,静安寺地铁站店,上海市,31,CN
2627,八佰伴2F店,上海市,31,CN
2628,凉城世纪联华店,上海市,31,CN
2629,五角场店,上海市,31,CN
2630,宝山宝龙广场店,上海市,31,CN
2631,正大二店,上海市,31,CN
2632,创智店,上海市,31,CN
2633,静安门大厦店,上海市,31,CN
2634,豫园2店,上海市,31,CN
2635,中山公园店,上海市,31,CN
2636,美罗城店,上海市,31,CN
2637,文峰广场店,上海市,31,CN
2638,临港豪生酒店店,上海市,31,CN
2639,陆家嘴世纪金融广场店,上海市,31,CN
2640,浦江城市生活广场店,上海市,31,CN
2641,美丽华花园店,上海市,31,CN
2642,嘉定大融城店,上海市,31,CN
2643,凌空广场店,上海市,31,CN
2644,瑞金路店,上海市,31,CN
2645,东方明珠店,上海市,31,CN
2646,品尊国际广场店,上海市,31,CN
2647,漕河泾浦江科技园F区店,上海市,31,CN
2648,川沙金汇广场店,上海市,31,CN
2649,宝山路店,上海市,31,CN
2650,青浦吾悦广场店,上海市,31,CN
2651,金廷88店,上海市,31,CN
2652,鸿音广场店,上海市,31,CN
2653,金山医院店,上海市,31,CN
2654,十尚坊店,上海市,31,CN
2655,四平路店,上海市,31,CN
2656,朱家角尚都里店,上海市,31,CN
2657,玛瑙路店,上海市,31,CN
2658,星空广场店,上海市,31,CN
2659,万象城办公楼店,上海市,31,CN
2660,真光路店,上海市,31,CN
2661,古北店,上海市,31,CN
2662,爱美高大厦店,上海市,31,CN
2663,浦东机场T1国际16号登机口店,上海市,31,CN
2664,汇智广场店,上海市,31,CN
2665,幸福里店,上海市,31,CN
2666,大悦城北楼8F店,上海市,31,CN
2667,海上传奇广场店,上海市,31,CN
2668,环球金融店,上海市,31,CN
2669,世博源店,上海市,31,CN
2670,上海湾店,上海市,31,CN
2671,大柏树店,上海市,31,CN
2672,中江路店,上海市,31,CN
2673,光大会展店,上海市,31,CN
2674,宝钢商场店,上海市,31,CN
2675,碧瑶店,上海市,31,CN
2676,武威东路店,上海市,31,CN
2677,汤臣店,上海市,31,CN
2678,大华乐购店,上海市,31,CN
2679,8号桥店,上海市,31,CN
2680,新华联购物中心店,上海市,31,CN
2681,百联世纪购物中心B1店,上海市,31,CN
2682,名仕苑店,上海市,31,CN
2683,华漕旭辉店,上海市,31,CN
2684,浦东星河湾店,上海市,31,CN
2685,青浦新尚生活广场店,上海市,31,CN
2686,嘉定日月光店,上海市,31,CN
2687,申大厦店,上海市,31,CN
2688,东银中心店,上海市,31,CN
2689,香港广场店,上海市,31,CN
2690,达安广场店,上海市,31,CN
2691,我格广场店,上海市,31,CN
2692,香港名都店,上海市,31,CN
2693,松江三湘财富广场店,上海市,31,CN
2694,久光百货店,上海市,31,CN
2695,嘉亭荟店,上海市,31,CN
2696,茶陵北路店,上海市,31,CN
2697,金谊广场店,上海市,31,CN
2698,漕河泾店,上海市,31,CN
2699,正大3店,上海市,31,CN
2700,尚品中心B1店,上海市,31,CN
2701,虹梅路店,上海市,31,CN
2702,嘉定Max未来店,上海市,31,CN
2703,联强国际店,上海市,31,CN
2704,多媒体谷店,上海市,31,CN
2705,静安嘉里中心店,上海市,31,CN
2706,望月路店,上海市,31,CN
2707,宝山安信店,上海市,31,CN
2708,陆家嘴公馆店,上海市,31,CN
2709,永新店,上海市,31,CN
2710,江场二路店,上海市,31,CN
2711,外高桥店,上海市,31,CN
2712,嘉定宝龙商业广场店,上海市,31,CN
2713,上海火车站北广场店,上海市,31,CN
2714,大宁中心广场店,上海市,31,CN
2715,金茂大厦店,上海市,31,CN
2716,协信星光广场北区店,上海市,31,CN
2717,襄阳公园店,上海市,31,CN
2718,长风景畔广场2店,上海市,31,CN
2719,联洋广场店,上海市,31,CN
2720,南桥新都汇店,上海市,31,CN
2721,梅川路店,上海市,31,CN
2722,豫园店,上海市,31,CN
2723,丽婴房大厦店,上海市,31,CN
2724,永丰国际广场店,上海市,31,CN
2725,聚丰园路店,上海市,31,CN
2726,江苏大厦店,上海市,31,CN
2727,明天广场店,上海市,31,CN
2728,百联东郊店,上海市,31,CN
2729,吴淞口国际邮轮港店,上海市,31,CN
2730,文通大厦店,上海市,31,CN
2731,亿丰时代广场店,上海市,31,CN
2732,黄浦新苑店,上海市,31,CN
